propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears
land,30964851,2734.92,Koshi,Morang,Biratnagar Metropolitan City,17,0,,False,0,,False,0,False,0
office,55347,3097.31,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,semi-furnished,False,16,,False,4,False,24
room,14103,645.85,Bagmati,Kathmandu,Kathmandu Metropolitan City,8,2,semi-furnished,False,10,studio,False,3,False,6
room,41158,825.62,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,1,unfurnished,False,16,single,True,1,False,25
room,47382,337.55,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,2,fully-furnished,False,10,1bhk,False,2,False,10
room,26197,529.06,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,1,semi-furnished,True,0,double,True,5,False,8
office,138287,2035.2,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,29,0,fully-furnished,True,20,,False,8,False,23
home,44906204,3867.98,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,1,unfurnished,True,0,,False,3,False,37
room,15425,415.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,19,2,fully-furnished,False,13,1bhk,False,3,False,1
land,15408727,1892.17,Koshi,Morang,Biratnagar Metropolitan City,15,0,,False,13,,False,0,False,0
home,14041650,1233.22,Koshi,Jhapa,Birtamode Municipality,31,2,unfurnished,True,10,,False,1,False,26
home,18069390,2361.81,Koshi,Morang,Biratnagar Metropolitan City,13,3,unfurnished,False,13,,False,1,False,36
home,13055628,3866.99,Koshi,Jhapa,Birtamode Municipality,12,5,semi-furnished,True,20,,False,4,False,35
room,44177,553.82,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,1,unfurnished,False,10,studio,False,2,False,1
office,126555,3030.91,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,0,unfurnished,True,30,,False,7,False,26
office,62716,2665.25,Bagmati,Kathmandu,Kathmandu Metropolitan City,32,0,semi-furnished,True,30,,False,1,False,17
land,43305677,3728.3,Koshi,Morang,Biratnagar Metropolitan City,29,0,,False,16,,False,0,False,0
land,32624753,774.04,Bagmati,Bhaktapur,Bhaktapur Municipality,6,0,,False,20,,False,0,False,0
home,14913077,2500.0,Gandaki,Kaski,Pokhara Metropolitan City,10,4,unfurnished,True,13,,False,3,False,24
land,48010664,3370.95,Gandaki,Kaski,Pokhara Metropolitan City,22,0,,False,0,,False,0,False,0
office,80137,869.01,Koshi,Morang,Biratnagar Metropolitan City,32,0,semi-furnished,False,10,,False,8,True,17
land,36958475,3583.56,Koshi,Morang,Biratnagar Metropolitan City,30,0,,False,25,,False,0,False,0
room,28671,545.36,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,1,unfurnished,True,13,double,False,3,False,19
home,46554725,2990.61,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,3,fully-furnished,False,25,,False,1,False,22
home,32877549,2516.73,Bagmati,Lalitpur,Lalitpur Metropolitan City,3,4,fully-furnished,True,30,,False,2,False,34
room,44227,592.76,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,2,fully-furnished,True,16,1bhk,False,2,False,14
home,43487238,2012.9,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,2,semi-furnished,True,10,,False,4,False,6
home,33595338,4457.34,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,2,unfurnished,True,30,,False,3,False,33
land,48866776,3104.85,Gandaki,Kaski,Pokhara Metropolitan City,27,0,,False,20,,False,0,False,0
office,41218,2289.91,Gandaki,Kaski,Pokhara Metropolitan City,8,0,fully-furnished,False,16,,False,6,False,2
office,142425,2045.55,Koshi,Jhapa,Birtamode Municipality,31,0,semi-furnished,False,16,,False,4,False,18
land,45869413,4756.8,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,0,,False,25,,False,0,False,0
office,21564,1962.82,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,0,semi-furnished,True,10,,False,6,True,1
room,17912,575.74,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,21,1,semi-furnished,False,20,shared,False,4,False,20
land,10659900,1357.54,Bagmati,Bhaktapur,Bhaktapur Municipality,2,0,,False,0,,False,0,False,0
land,34334141,954.85,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,,False,25,,False,0,False,0
home,5924578,2505.48,Bagmati,Chitwan,Bharatpur Metropolitan City,8,5,unfurnished,True,16,,False,1,False,5
room,13854,972.29,Koshi,Morang,Biratnagar Metropolitan City,25,1,unfurnished,False,0,2bhk,False,4,False,21
land,23930538,878.15,Koshi,Morang,Biratnagar Metropolitan City,3,0,,False,13,,False,0,False,0
room,44289,954.07,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,3,1,fully-furnished,False,0,studio,True,4,False,9
home,28372956,2635.8,Bagmati,Chitwan,Bharatpur Metropolitan City,22,5,fully-furnished,True,30,,False,4,False,13
home,14402265,2030.1,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,2,semi-furnished,False,13,,False,1,False,31
home,24917034,2267.81,Bagmati,Kathmandu,Kathmandu Metropolitan City,16,2,semi-furnished,False,25,,False,4,False,25
land,20438231,3837.41,Gandaki,Kaski,Pokhara Metropolitan City,3,0,,False,13,,False,0,False,0
land,39919078,3716.35,Gandaki,Kaski,Pokhara Metropolitan City,18,0,,False,30,,False,0,False,0
office,130384,3270.24,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,0,semi-furnished,True,13,,False,1,False,7
land,36407892,1606.25,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,,False,30,,False,0,False,0
land,38789434,4869.42,Bagmati,Kathmandu,Kathmandu Metropolitan City,26,0,,False,20,,False,0,False,0
home,47057577,1765.26,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,5,semi-furnished,False,20,,False,1,False,11
land,28569966,934.99,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,24,0,,False,13,,False,0,False,0
room,18057,446.55,Koshi,Morang,Biratnagar Metropolitan City,27,1,semi-furnished,True,0,double,False,2,False,13
home,38593260,2490.23,Bagmati,Lalitpur,Lalitpur Metropolitan City,29,4,semi-furnished,True,30,,False,2,False,37
office,67691,2594.93,Koshi,Morang,Biratnagar Metropolitan City,20,0,fully-furnished,True,25,,False,8,True,29
home,38288406,3985.47,Gandaki,Kaski,Pokhara Metropolitan City,6,1,semi-furnished,True,13,,False,2,False,24
room,35354,503.02,Bagmati,Lalitpur,Lalitpur Metropolitan City,17,1,fully-furnished,False,13,single,False,2,False,13
room,40782,713.97,Bagmati,Chitwan,Bharatpur Metropolitan City,23,1,unfurnished,False,20,shared,False,3,False,2
home,22065146,3142.36,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,5,unfurnished,False,30,,False,4,False,8
home,44878059,2665.82,Bagmati,Kathmandu,Kathmandu Metropolitan City,13,4,semi-furnished,True,13,,False,2,False,30
land,48357104,1909.67,Koshi,Jhapa,Birtamode Municipality,32,0,,False,0,,False,0,False,0
office,137118,4270.83,Bagmati,Chitwan,Bharatpur Metropolitan City,17,0,semi-furnished,True,30,,False,3,False,7
room,29335,354.17,Gandaki,Kaski,Pokhara Metropolitan City,13,1,semi-furnished,False,0,1bhk,True,2,False,26
home,22168538,1672.85,Koshi,Jhapa,Birtamode Municipality,6,1,unfurnished,False,13,,False,1,False,0
room,49184,883.66,Koshi,Morang,Biratnagar Metropolitan City,9,1,fully-furnished,False,13,single,False,4,False,28
land,38271858,3483.09,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,,False,10,,False,0,False,0
office,39830,2512.82,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,semi-furnished,True,10,,False,5,True,11
office,52536,3746.52,Gandaki,Kaski,Pokhara Metropolitan City,7,0,fully-furnished,False,16,,False,3,False,15
home,35008184,1326.57,Gandaki,Kaski,Pokhara Metropolitan City,27,4,semi-furnished,False,16,,False,3,False,32
land,39066207,3977.96,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,19,0,,False,16,,False,0,False,0
room,26974,978.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,1,unfurnished,True,0,double,False,4,False,11
home,22490873,2517.25,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,5,fully-furnished,False,10,,False,4,False,27
home,10076269,933.34,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,12,4,fully-furnished,True,30,,False,1,False,30
land,5766952,1746.3,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,,False,10,,False,0,False,0
home,48901621,1638.76,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,13,3,unfurnished,True,20,,False,1,False,6
office,21485,2840.59,Koshi,Jhapa,Birtamode Municipality,18,0,fully-furnished,True,16,,False,3,True,7
room,31174,164.77,Gandaki,Kaski,Pokhara Metropolitan City,13,1,unfurnished,True,20,studio,True,3,False,15
room,45997,874.23,Gandaki,Kaski,Pokhara Metropolitan City,6,0,fully-furnished,False,16,single,False,2,False,7
room,10482,360.73,Koshi,Jhapa,Birtamode Municipality,4,1,semi-furnished,True,10,shared,False,5,False,20
home,41927479,1240.01,Bagmati,Bhaktapur,Bhaktapur Municipality,22,2,semi-furnished,True,30,,False,2,False,21
office,89385,605.78,Bagmati,Kathmandu,Kathmandu Metropolitan City,9,0,semi-furnished,True,0,,False,6,False,39
land,44280574,1284.58,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,0,,False,20,,False,0,False,0
land,15343701,3463.04,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,0,,False,30,,False,0,False,0
office,26503,4684.06,Koshi,Jhapa,Birtamode Municipality,27,0,unfurnished,True,16,,False,2,False,35
land,18168980,880.48,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,,False,16,,False,0,False,0
land,21828968,1055.86,Gandaki,Kaski,Pokhara Metropolitan City,30,0,,False,30,,False,0,False,0
land,43451336,3362.22,Gandaki,Kaski,Pokhara Metropolitan City,13,0,,False,10,,False,0,False,0
land,47624858,4335.73,Bagmati,Kathmandu,Kathmandu Metropolitan City,22,0,,False,16,,False,0,False,0
office,102901,2567.17,Bagmati,Bhaktapur,Bhaktapur Municipality,3,0,fully-furnished,False,16,,False,5,False,28
home,35993974,1770.35,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,2,unfurnished,True,13,,False,2,False,9
home,16720820,3214.57,Gandaki,Kaski,Pokhara Metropolitan City,9,3,semi-furnished,True,0,,False,3,False,37
room,32105,793.77,Gandaki,Kaski,Pokhara Metropolitan City,32,1,fully-furnished,True,20,1bhk,False,3,False,11
office,126691,569.92,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,unfurnished,True,25,,False,5,False,13
office,65925,2546.79,Koshi,Jhapa,Birtamode Municipality,16,0,semi-furnished,False,25,,False,1,False,21
home,5913416,2315.65,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,4,unfurnished,False,0,,False,1,False,12
office,135187,746.45,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,0,fully-furnished,True,30,,False,6,True,18
home,30149689,1261.96,Gandaki,Kaski,Pokhara Metropolitan City,16,4,unfurnished,False,13,,False,1,False,7
land,9082419,2444.53,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,0,,False,20,,False,0,False,0
home,34177513,1579.49,Gandaki,Kaski,Pokhara Metropolitan City,21,2,fully-furnished,False,0,,False,2,False,4
room,34123,784.48,Koshi,Jhapa,Birtamode Municipality,9,1,fully-furnished,True,16,single,False,1,False,28
home,9281988,1242.7,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,13,4,fully-furnished,False,0,,False,3,False,20
room,15217,401.0,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,3,1,fully-furnished,True,20,2bhk,True,1,False,26
office,50507,4050.25,Koshi,Morang,Biratnagar Metropolitan City,29,0,unfurnished,False,10,,False,7,True,23
land,19014267,4139.03,Koshi,Morang,Biratnagar Metropolitan City,31,0,,False,13,,False,0,False,0
room,9843,315.83,Bagmati,Bhaktapur,Bhaktapur Municipality,8,1,unfurnished,True,20,studio,False,1,False,1
office,22844,3789.71,Koshi,Jhapa,Birtamode Municipality,21,0,fully-furnished,False,20,,False,3,True,23
office,107070,1651.48,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,semi-furnished,True,13,,False,8,True,31
home,38285331,1339.72,Koshi,Morang,Biratnagar Metropolitan City,10,5,unfurnished,False,25,,False,3,False,10
land,38073718,2965.77,Koshi,Jhapa,Birtamode Municipality,21,0,,False,20,,False,0,False,0
land,40167445,4207.39,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,0,,False,30,,False,0,False,0
land,24290182,4874.46,Gandaki,Kaski,Pokhara Metropolitan City,31,0,,False,30,,False,0,False,0
land,20655964,1809.65,Bagmati,Lalitpur,Lalitpur Metropolitan City,5,0,,False,0,,False,0,False,0
room,28011,994.6,Bagmati,Bhaktapur,Bhaktapur Municipality,20,2,semi-furnished,True,0,2bhk,True,4,False,2
room,8035,616.03,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,2,semi-furnished,False,13,shared,True,5,False,11
land,11203790,1792.92,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,0,,False,25,,False,0,False,0
office,31709,4449.78,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,0,semi-furnished,True,16,,False,2,True,2
land,38719216,2643.32,Bagmati,Lalitpur,Lalitpur Metropolitan City,9,0,,False,10,,False,0,False,0
land,19400778,1398.03,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,0,,False,13,,False,0,False,0
office,75298,4788.59,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,0,semi-furnished,True,0,,False,2,True,20
home,34372696,3835.75,Bagmati,Chitwan,Bharatpur Metropolitan City,26,5,fully-furnished,False,0,,False,1,False,26
home,16578152,4001.67,Bagmati,Chitwan,Bharatpur Metropolitan City,18,3,unfurnished,True,30,,False,1,False,16
room,36606,692.99,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,19,1,semi-furnished,True,10,double,True,4,False,28
home,33368877,4145.7,Bagmati,Chitwan,Bharatpur Metropolitan City,5,5,semi-furnished,False,0,,False,2,False,33
land,18976336,3337.54,Koshi,Morang,Biratnagar Metropolitan City,22,0,,False,13,,False,0,False,0
office,130821,990.25,Koshi,Jhapa,Birtamode Municipality,21,0,semi-furnished,False,16,,False,5,False,12
land,21141978,3933.87,Gandaki,Kaski,Pokhara Metropolitan City,28,0,,False,20,,False,0,False,0
land,24714983,845.05,Koshi,Morang,Biratnagar Metropolitan City,28,0,,False,25,,False,0,False,0
land,17307258,3671.43,Bagmati,Chitwan,Bharatpur Metropolitan City,7,0,,False,16,,False,0,False,0
home,21247024,3491.22,Bagmati,Lalitpur,Lalitpur Metropolitan City,19,1,unfurnished,True,16,,False,1,False,40
office,69249,2428.48,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,0,fully-furnished,True,20,,False,4,True,17
room,40011,674.85,Bagmati,Lalitpur,Lalitpur Metropolitan City,18,1,semi-furnished,True,10,shared,True,3,False,20
home,37065657,3988.04,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,1,fully-furnished,False,20,,False,3,False,9
home,37459702,3596.2,Koshi,Morang,Biratnagar Metropolitan City,5,3,fully-furnished,False,0,,False,2,False,30
land,44700013,2928.86,Bagmati,Kathmandu,Kathmandu Metropolitan City,8,0,,False,16,,False,0,False,0
office,116698,3328.04,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,unfurnished,False,10,,False,1,False,22
room,18037,929.53,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,0,unfurnished,False,16,2bhk,True,4,False,12
land,43691021,4769.2,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,0,,False,20,,False,0,False,0
room,49644,483.42,Bagmati,Bhaktapur,Bhaktapur Municipality,5,0,fully-furnished,False,13,single,False,2,False,23
land,16514670,2393.14,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,4,0,,False,0,,False,0,False,0
home,44095473,2733.47,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,3,unfurnished,True,20,,False,2,False,10
home,31184166,1578.58,Gandaki,Kaski,Pokhara Metropolitan City,6,4,semi-furnished,True,13,,False,1,False,13
room,19459,210.96,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,2,unfurnished,True,13,single,True,3,False,25
office,46417,1186.56,Bagmati,Bhaktapur,Bhaktapur Municipality,32,0,semi-furnished,False,10,,False,8,False,11
room,24556,110.68,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,1,fully-furnished,False,20,double,False,3,False,3
office,100798,3202.78,Koshi,Morang,Biratnagar Metropolitan City,5,0,semi-furnished,True,13,,False,1,False,36
room,8143,957.09,Bagmati,Bhaktapur,Bhaktapur Municipality,15,1,semi-furnished,False,16,1bhk,True,4,False,9
office,65643,2463.56,Bagmati,Bhaktapur,Bhaktapur Municipality,14,0,semi-furnished,True,10,,False,2,False,4
home,11957092,1805.28,Bagmati,Bhaktapur,Bhaktapur Municipality,6,1,unfurnished,True,10,,False,2,False,3
land,28028632,2111.14,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,0,,False,30,,False,0,False,0
home,43706526,2501.02,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,3,unfurnished,False,25,,False,1,False,10
home,16417049,1561.71,Gandaki,Kaski,Pokhara Metropolitan City,9,1,unfurnished,False,30,,False,2,False,33
office,119207,4723.31,Koshi,Morang,Biratnagar Metropolitan City,4,0,unfurnished,False,10,,False,2,True,30
room,21441,962.91,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,2,unfurnished,True,0,double,True,4,False,26
home,8629567,2378.29,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,9,5,fully-furnished,True,16,,False,1,False,23
home,41470740,4686.71,Bagmati,Lalitpur,Lalitpur Metropolitan City,5,3,semi-furnished,True,20,,False,1,False,12
room,23159,899.11,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,fully-furnished,True,10,studio,True,3,False,18
office,68004,1739.14,Bagmati,Chitwan,Bharatpur Metropolitan City,11,0,semi-furnished,False,0,,False,8,False,0
room,29096,926.4,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,1,fully-furnished,False,20,2bhk,True,1,False,24
land,18592203,3128.0,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,0,,False,20,,False,0,False,0
land,38899370,3835.39,Koshi,Morang,Biratnagar Metropolitan City,9,0,,False,13,,False,0,False,0
office,87560,4819.19,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,semi-furnished,False,10,,False,8,True,23
room,23391,389.01,Koshi,Jhapa,Birtamode Municipality,7,1,unfurnished,True,16,single,False,4,False,13
land,18631531,1616.61,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,0,,False,0,,False,0,False,0
land,10002968,3696.94,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,0,,False,20,,False,0,False,0
room,24049,123.01,Koshi,Morang,Biratnagar Metropolitan City,15,2,fully-furnished,True,10,shared,True,2,False,15
land,17422323,736.21,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,0,,False,16,,False,0,False,0
land,39134916,1119.35,Gandaki,Kaski,Pokhara Metropolitan City,27,0,,False,20,,False,0,False,0
land,27901996,1933.22,Bagmati,Bhaktapur,Bhaktapur Municipality,1,0,,False,20,,False,0,False,0
land,9476029,1318.69,Bagmati,Bhaktapur,Bhaktapur Municipality,31,0,,False,16,,False,0,False,0
room,27567,976.4,Bagmati,Bhaktapur,Bhaktapur Municipality,29,1,semi-furnished,False,20,shared,False,2,False,4
room,29526,790.99,Koshi,Morang,Biratnagar Metropolitan City,4,1,unfurnished,True,13,2bhk,True,4,False,25
land,33218872,804.18,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,0,,False,10,,False,0,False,0
room,47671,593.86,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,0,fully-furnished,False,13,single,True,5,False,19
room,29406,389.65,Koshi,Jhapa,Birtamode Municipality,18,2,unfurnished,True,16,shared,False,2,False,1
room,49670,933.89,Koshi,Morang,Biratnagar Metropolitan City,4,1,fully-furnished,False,13,studio,False,3,False,0
land,46351562,3836.18,Bagmati,Bhaktapur,Bhaktapur Municipality,8,0,,False,16,,False,0,False,0
home,6613075,4683.97,Koshi,Morang,Biratnagar Metropolitan City,3,1,fully-furnished,False,30,,False,1,False,19
room,39375,448.84,Bagmati,Kathmandu,Kathmandu Metropolitan City,4,0,unfurnished,True,13,shared,False,3,False,9
room,8888,978.65,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,0,semi-furnished,True,0,shared,False,3,False,27
room,21831,446.54,Koshi,Morang,Biratnagar Metropolitan City,30,1,unfurnished,False,13,double,False,4,False,0
home,14029586,2464.52,Bagmati,Chitwan,Bharatpur Metropolitan City,19,3,semi-furnished,False,0,,False,1,False,12
land,8309645,3290.48,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,31,0,,False,0,,False,0,False,0
land,10165026,3570.63,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,11,0,,False,30,,False,0,False,0
room,32436,713.14,Koshi,Jhapa,Birtamode Municipality,12,0,unfurnished,True,13,1bhk,False,5,False,0
home,6445142,2220.43,Bagmati,Chitwan,Bharatpur Metropolitan City,7,4,fully-furnished,False,13,,False,1,False,40
room,39732,954.46,Koshi,Jhapa,Birtamode Municipality,31,2,fully-furnished,True,0,2bhk,True,2,False,22
land,6886324,2428.6,Gandaki,Kaski,Pokhara Metropolitan City,30,0,,False,10,,False,0,False,0
room,41416,189.68,Koshi,Morang,Biratnagar Metropolitan City,25,1,semi-furnished,False,16,1bhk,False,3,False,11
home,10636983,3669.37,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,5,fully-furnished,True,20,,False,1,False,5
office,117764,1577.72,Gandaki,Kaski,Pokhara Metropolitan City,9,0,unfurnished,False,30,,False,8,True,37
room,25442,745.83,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,unfurnished,False,0,single,False,4,False,10
room,46013,311.16,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,1,unfurnished,False,20,2bhk,False,5,False,0
home,47855699,2468.65,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,4,semi-furnished,False,30,,False,4,False,13
land,12933160,1767.4,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,21,0,,False,13,,False,0,False,0
land,11509180,1227.26,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,0,,False,30,,False,0,False,0
office,125739,2375.24,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,20,0,semi-furnished,False,16,,False,7,True,39
land,13984502,4544.75,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,0,,False,16,,False,0,False,0
home,48529712,3222.84,Bagmati,Chitwan,Bharatpur Metropolitan City,22,5,fully-furnished,True,16,,False,4,False,37
land,33031193,2507.98,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,0,,False,13,,False,0,False,0
land,32264244,4336.58,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,0,,False,25,,False,0,False,0
office,59716,518.12,Gandaki,Kaski,Pokhara Metropolitan City,32,0,semi-furnished,False,16,,False,8,True,17
room,38675,861.28,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,0,fully-furnished,False,0,2bhk,True,3,False,11
room,48691,132.2,Bagmati,Chitwan,Bharatpur Metropolitan City,19,1,semi-furnished,False,10,shared,False,2,False,15
room,30074,421.24,Bagmati,Chitwan,Bharatpur Metropolitan City,18,2,semi-furnished,False,10,double,False,3,False,5
room,30378,999.72,Bagmati,Kathmandu,Kathmandu Metropolitan City,2,1,fully-furnished,False,10,studio,False,2,False,16
office,108113,2987.39,Bagmati,Bhaktapur,Bhaktapur Municipality,25,0,unfurnished,False,0,,False,5,True,27
land,31431952,2461.92,Koshi,Jhapa,Birtamode Municipality,16,0,,False,30,,False,0,False,0
land,32204358,4044.83,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,0,,False,25,,False,0,False,0
room,47325,677.28,Bagmati,Chitwan,Bharatpur Metropolitan City,12,1,fully-furnished,False,0,single,False,5,False,26
land,35091390,2226.01,Koshi,Jhapa,Birtamode Municipality,28,0,,False,16,,False,0,False,0
room,14958,350.37,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,2,semi-furnished,True,20,single,False,2,False,30
room,38850,869.08,Koshi,Jhapa,Birtamode Municipality,2,1,semi-furnished,True,13,single,True,4,False,19
room,42744,651.74,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,0,semi-furnished,True,10,single,False,1,False,0
land,23661067,1627.76,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,13,0,,False,30,,False,0,False,0
home,37234076,4777.16,Bagmati,Kathmandu,Kathmandu Metropolitan City,14,3,fully-furnished,True,30,,False,4,False,36
room,8247,187.9,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,unfurnished,False,20,2bhk,False,5,False,19
land,23168044,3161.16,Bagmati,Lalitpur,Lalitpur Metropolitan City,12,0,,False,16,,False,0,False,0
land,10179225,993.14,Bagmati,Chitwan,Bharatpur Metropolitan City,16,0,,False,20,,False,0,False,0
office,139910,1536.89,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,semi-furnished,False,0,,False,2,True,1
home,45449033,4969.67,Gandaki,Kaski,Pokhara Metropolitan City,4,4,semi-furnished,False,25,,False,3,False,9
room,21618,601.86,Gandaki,Kaski,Pokhara Metropolitan City,13,2,semi-furnished,False,10,1bhk,False,4,False,7
office,92075,1740.51,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,16,0,unfurnished,False,0,,False,4,True,11
office,30396,3513.79,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,0,semi-furnished,True,30,,False,2,False,10
land,13599204,2215.75,Koshi,Morang,Biratnagar Metropolitan City,22,0,,False,16,,False,0,False,0
home,48931725,4420.04,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,18,3,unfurnished,True,25,,False,4,False,9
office,51534,3069.16,Koshi,Jhapa,Birtamode Municipality,32,0,unfurnished,False,30,,False,2,True,33
office,82931,2680.2,Koshi,Jhapa,Birtamode Municipality,11,0,semi-furnished,False,30,,False,7,True,3
land,14099546,2331.42,Bagmati,Chitwan,Bharatpur Metropolitan City,29,0,,False,20,,False,0,False,0
office,118218,1158.41,Koshi,Jhapa,Birtamode Municipality,21,0,semi-furnished,True,25,,False,6,False,14
land,4354774,778.47,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,0,,False,13,,False,0,False,0
land,41035883,4164.4,Bagmati,Lalitpur,Lalitpur Metropolitan City,30,0,,False,0,,False,0,False,0
room,24285,808.04,Bagmati,Bhaktapur,Bhaktapur Municipality,16,2,fully-furnished,True,16,shared,False,5,False,29
room,31435,299.82,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,1,fully-furnished,True,20,double,False,2,False,28
land,24696268,4493.72,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,0,,False,20,,False,0,False,0
room,22761,498.63,Bagmati,Chitwan,Bharatpur Metropolitan City,26,0,fully-furnished,False,0,2bhk,True,1,False,21
room,37557,183.05,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,1,semi-furnished,True,16,double,True,2,False,30
office,50939,2429.78,Bagmati,Lalitpur,Lalitpur Metropolitan City,14,0,unfurnished,False,30,,False,1,True,0
