propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears,popularityScore
room,12440,422.62,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,0,fully-furnished,True,10,shared,False,1,False,18,48.9
home,17176319,1064.82,Bagmati,Chitwan,Bharatpur Metropolitan City,19,3,unfurnished,False,20,,False,1,False,14,61.36
home,36424408,3653.4,Bagmati,Bhaktapur,Bhaktapur Municipality,29,4,semi-furnished,True,25,,False,4,False,10,66.61
room,28299,904.82,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,0,unfurnished,True,20,1bhk,False,5,False,6,40.28
office,111713,1663.92,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,19,0,unfurnished,True,0,,False,2,True,26,31.5
home,35045711,3461.28,Gandaki,Kaski,Pokhara Metropolitan City,14,1,fully-furnished,False,30,,False,4,False,15,76.88
home,28370724,2782.08,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,3,unfurnished,True,20,,False,3,False,7,49.3
home,36534721,1126.25,Gandaki,Kaski,Pokhara Metropolitan City,7,5,semi-furnished,True,13,,False,4,False,28,72.4
office,37903,635.94,Koshi,Jhapa,Birtamode Municipality,32,0,unfurnished,True,30,,False,1,True,3,29.0
office,55365,4077.99,Bagmati,Bhaktapur,Bhaktapur Municipality,21,0,fully-furnished,False,20,,False,3,True,0,57.82
office,84068,2076.94,Gandaki,Kaski,Pokhara Metropolitan City,1,0,unfurnished,False,0,,False,3,False,38,25.97
home,36228087,2159.24,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,25,1,fully-furnished,False,13,,False,4,False,30,62.65
room,28262,724.95,Bagmati,Chitwan,Bharatpur Metropolitan City,7,1,fully-furnished,False,13,double,False,4,False,23,43.71
room,29177,984.79,Bagmati,Chitwan,Bharatpur Metropolitan City,10,1,unfurnished,False,20,1bhk,True,1,False,26,27.42
room,14751,785.71,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,7,0,semi-furnished,False,16,double,True,5,False,27,25.25
land,22250121,2677.77,Koshi,Morang,Biratnagar Metropolitan City,21,0,,False,25,,False,0,False,0,56.27
office,27901,3350.34,Koshi,Jhapa,Birtamode Municipality,3,0,unfurnished,False,30,,False,1,True,32,38.46
land,24717161,1814.46,Gandaki,Kaski,Pokhara Metropolitan City,15,0,,False,25,,False,0,False,0,55.21
home,33744476,2144.16,Bagmati,Kathmandu,Kathmandu Metropolitan City,32,1,fully-furnished,False,25,,False,3,False,24,67.41
home,43794547,4065.19,Gandaki,Kaski,Pokhara Metropolitan City,14,2,fully-furnished,False,20,,False,3,False,8,78.35
room,13054,148.24,Bagmati,Chitwan,Bharatpur Metropolitan City,29,1,semi-furnished,False,20,2bhk,True,4,False,6,31.02
land,21075342,4157.62,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,13,0,,False,25,,False,0,False,0,48.85
office,107175,2074.42,Bagmati,Bhaktapur,Bhaktapur Municipality,6,0,unfurnished,False,30,,False,3,False,37,65.17
room,19787,476.17,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,1,unfurnished,False,0,double,False,3,False,15,15.03
office,32580,2242.08,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,0,unfurnished,True,0,,False,3,True,36,11.11
land,17959922,4712.58,Bagmati,Chitwan,Bharatpur Metropolitan City,12,0,,False,10,,False,0,False,0,51.27
land,19149947,1497.35,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,0,,False,25,,False,0,False,0,46.62
land,27699886,1880.67,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,,False,13,,False,0,False,0,47.0
home,40556766,3062.84,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,2,fully-furnished,False,30,,False,1,False,3,73.91
room,21305,302.19,Gandaki,Kaski,Pokhara Metropolitan City,26,1,unfurnished,True,16,studio,True,3,False,21,37.31
land,41894415,4930.57,Bagmati,Chitwan,Bharatpur Metropolitan City,20,0,,False,30,,False,0,False,0,70.23
office,75919,2382.24,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,24,0,unfurnished,False,25,,False,3,True,12,52.8
room,19312,572.06,Bagmati,Bhaktapur,Bhaktapur Municipality,4,2,unfurnished,False,16,shared,True,3,False,14,52.14
land,41696298,1606.87,Koshi,Jhapa,Birtamode Municipality,12,0,,False,10,,False,0,False,0,33.37
office,123733,2747.13,Koshi,Morang,Biratnagar Metropolitan City,12,0,unfurnished,False,16,,False,8,True,25,25.15
land,4103689,1570.14,Gandaki,Kaski,Pokhara Metropolitan City,26,0,,False,30,,False,0,False,0,36.49
room,38742,137.69,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,25,1,unfurnished,False,10,1bhk,True,2,False,30,7.17
office,87576,3160.73,Gandaki,Kaski,Pokhara Metropolitan City,20,0,semi-furnished,False,13,,False,2,True,27,53.88
room,10265,872.6,Gandaki,Kaski,Pokhara Metropolitan City,15,1,fully-furnished,True,0,studio,False,2,False,24,46.4
office,147283,4928.24,Koshi,Jhapa,Birtamode Municipality,12,0,fully-furnished,False,13,,False,6,False,4,44.02
land,28391475,2650.97,Bagmati,Chitwan,Bharatpur Metropolitan City,22,0,,False,10,,False,0,False,0,47.03
room,14821,787.43,Bagmati,Bhaktapur,Bhaktapur Municipality,5,0,unfurnished,False,20,studio,True,1,False,12,36.85
land,29136622,1485.42,Koshi,Jhapa,Birtamode Municipality,4,0,,False,0,,False,0,False,0,41.83
office,77959,3294.57,Bagmati,Chitwan,Bharatpur Metropolitan City,2,0,semi-furnished,False,10,,False,2,False,8,50.06
room,35290,967.96,Bagmati,Chitwan,Bharatpur Metropolitan City,5,2,unfurnished,False,20,1bhk,False,3,False,15,30.11
home,8756641,2608.41,Gandaki,Kaski,Pokhara Metropolitan City,5,2,unfurnished,False,10,,False,2,False,33,50.94
room,8916,768.28,Gandaki,Kaski,Pokhara Metropolitan City,18,2,fully-furnished,True,0,2bhk,False,2,False,19,53.04
room,9673,252.04,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,2,1,unfurnished,True,16,studio,False,1,False,8,25.06
room,21054,937.08,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,15,0,semi-furnished,True,13,studio,False,3,False,8,47.88
home,43855347,2029.37,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,2,fully-furnished,True,30,,False,2,False,32,100.0
land,15146543,4080.4,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,23,0,,False,0,,False,0,False,0,34.77
room,36867,199.6,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,9,2,unfurnished,True,0,double,False,5,False,13,22.92
room,11738,865.93,Bagmati,Bhaktapur,Bhaktapur Municipality,3,2,unfurnished,True,10,shared,True,2,False,28,34.1
home,16325674,1837.67,Bagmati,Chitwan,Bharatpur Metropolitan City,4,3,fully-furnished,True,16,,False,3,False,38,65.15
home,38945563,3156.85,Koshi,Jhapa,Birtamode Municipality,16,3,semi-furnished,True,30,,False,2,False,30,67.58
room,46275,289.44,Koshi,Jhapa,Birtamode Municipality,17,1,fully-furnished,False,20,single,True,2,False,0,53.17
office,57680,4159.32,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,0,unfurnished,False,25,,False,4,True,37,27.07
room,11750,399.43,Bagmati,Kathmandu,Kathmandu Metropolitan City,2,1,unfurnished,False,0,shared,True,3,False,3,41.09
home,16435045,2759.82,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,14,1,fully-furnished,True,16,,False,3,False,18,72.42
office,110677,2969.6,Bagmati,Chitwan,Bharatpur Metropolitan City,15,0,fully-furnished,False,0,,False,8,False,0,48.14
home,40424977,2297.49,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,5,unfurnished,False,20,,False,4,False,21,76.26
home,23665425,2033.84,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,5,semi-furnished,False,16,,False,1,False,28,58.98
home,8895734,2389.47,Bagmati,Bhaktapur,Bhaktapur Municipality,26,3,semi-furnished,False,0,,False,2,False,0,66.94
land,37679042,1529.73,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,0,,False,20,,False,0,False,0,52.89
home,13909288,4328.81,Gandaki,Kaski,Pokhara Metropolitan City,23,5,unfurnished,False,0,,False,3,False,13,45.34
room,16960,461.94,Gandaki,Kaski,Pokhara Metropolitan City,8,2,unfurnished,False,16,studio,False,2,False,22,41.25
office,142594,4751.6,Koshi,Jhapa,Birtamode Municipality,19,0,fully-furnished,True,25,,False,2,False,12,45.56
office,39591,2461.69,Koshi,Jhapa,Birtamode Municipality,5,0,semi-furnished,True,10,,False,6,True,31,30.3
room,41760,648.83,Koshi,Jhapa,Birtamode Municipality,11,1,unfurnished,True,0,double,False,2,False,19,29.49
home,48853186,975.42,Koshi,Morang,Biratnagar Metropolitan City,26,5,semi-furnished,True,10,,False,4,False,15,67.55
land,44567316,1061.58,Bagmati,Chitwan,Bharatpur Metropolitan City,6,0,,False,30,,False,0,False,0,49.31
room,25847,980.45,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,2,fully-furnished,False,16,single,False,5,False,30,55.06
office,99056,2809.84,Bagmati,Kathmandu,Kathmandu Metropolitan City,30,0,semi-furnished,False,30,,False,7,False,36,55.1
office,32332,3165.11,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,0,fully-furnished,True,30,,False,5,True,21,52.9
home,43960534,3074.03,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,1,fully-furnished,True,13,,False,1,False,31,44.17
office,24154,4484.91,Koshi,Morang,Biratnagar Metropolitan City,18,0,semi-furnished,True,30,,False,2,False,29,45.34
office,86361,2119.87,Bagmati,Lalitpur,Lalitpur Metropolitan City,7,0,semi-furnished,True,10,,False,7,True,19,43.43
land,25267637,1833.87,Bagmati,Lalitpur,Lalitpur Metropolitan City,3,0,,False,16,,False,0,False,0,56.89
office,34467,4685.31,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,29,0,fully-furnished,False,13,,False,8,True,35,30.56
home,37919851,1498.23,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,5,unfurnished,False,25,,False,2,False,16,53.55
office,58299,3299.43,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,0,fully-furnished,False,25,,False,6,False,12,53.75
home,23662995,3765.86,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,4,2,semi-furnished,False,10,,False,1,False,33,45.5
room,9428,973.85,Koshi,Morang,Biratnagar Metropolitan City,26,2,fully-furnished,False,20,shared,False,5,False,22,52.67
room,11873,102.04,Bagmati,Lalitpur,Lalitpur Metropolitan City,20,1,fully-furnished,False,13,studio,True,2,False,7,28.77
land,5707857,2043.1,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,0,,False,16,,False,0,False,0,68.76
home,15826575,3001.03,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,27,2,unfurnished,False,25,,False,3,False,9,45.07
home,44506341,1886.22,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,18,4,unfurnished,True,30,,False,3,False,7,86.43
home,26589112,2513.03,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,27,3,semi-furnished,False,20,,False,4,False,35,56.38
office,130035,4578.22,Gandaki,Kaski,Pokhara Metropolitan City,5,0,unfurnished,False,10,,False,3,False,37,41.45
office,93170,2460.08,Bagmati,Kathmandu,Kathmandu Metropolitan City,32,0,semi-furnished,True,25,,False,7,True,40,53.37
office,111834,4663.42,Bagmati,Lalitpur,Lalitpur Metropolitan City,19,0,fully-furnished,False,0,,False,3,False,24,51.15
land,9684218,1219.95,Bagmati,Kathmandu,Kathmandu Metropolitan City,19,0,,False,16,,False,0,False,0,53.68
office,82953,1954.98,Koshi,Jhapa,Birtamode Municipality,30,0,fully-furnished,False,0,,False,3,False,36,23.74
land,24863749,2548.89,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,,False,0,,False,0,False,0,54.78
room,38049,999.62,Koshi,Jhapa,Birtamode Municipality,12,1,unfurnished,True,13,double,True,4,False,29,35.53
office,133326,936.82,Koshi,Jhapa,Birtamode Municipality,26,0,fully-furnished,False,0,,False,3,False,19,40.37
land,18578286,3453.5,Gandaki,Kaski,Pokhara Metropolitan City,26,0,,False,20,,False,0,False,0,66.0
room,25872,996.05,Bagmati,Lalitpur,Lalitpur Metropolitan City,20,2,fully-furnished,False,16,single,False,4,False,25,43.33
home,34248519,3664.62,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,3,5,fully-furnished,False,25,,False,1,False,20,77.14
land,7339717,2389.35,Koshi,Morang,Biratnagar Metropolitan City,12,0,,False,10,,False,0,False,0,40.15
land,12064130,1673.67,Bagmati,Chitwan,Bharatpur Metropolitan City,31,0,,False,10,,False,0,False,0,46.27
office,73208,2363.55,Bagmati,Kathmandu,Kathmandu Metropolitan City,25,0,semi-furnished,False,25,,False,1,False,14,56.49
room,15465,664.49,Bagmati,Bhaktapur,Bhaktapur Municipality,11,2,unfurnished,False,10,shared,True,2,False,30,23.38
office,107232,2491.9,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,0,fully-furnished,False,20,,False,2,True,33,39.48
room,15585,301.92,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,1,semi-furnished,False,20,2bhk,False,3,False,11,58.26
room,28663,467.89,Koshi,Morang,Biratnagar Metropolitan City,9,0,fully-furnished,False,0,2bhk,False,3,False,15,41.87
room,32476,660.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,unfurnished,False,20,studio,False,3,False,2,50.75
home,44371362,4699.22,Bagmati,Bhaktapur,Bhaktapur Municipality,22,5,unfurnished,False,25,,False,2,False,20,66.33
office,52310,4409.0,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,10,0,semi-furnished,False,0,,False,1,False,11,27.08
room,39625,429.58,Koshi,Morang,Biratnagar Metropolitan City,5,2,unfurnished,False,0,1bhk,True,4,False,28,38.82
room,19315,296.09,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,22,2,fully-furnished,False,13,shared,True,1,False,19,35.72
office,142934,826.39,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,semi-furnished,False,30,,False,2,False,17,55.69
land,49970338,1339.4,Koshi,Jhapa,Birtamode Municipality,21,0,,False,30,,False,0,False,0,66.93
room,17249,236.05,Koshi,Jhapa,Birtamode Municipality,16,1,unfurnished,False,16,single,True,1,False,3,25.43
land,32711007,3206.29,Bagmati,Chitwan,Bharatpur Metropolitan City,11,0,,False,0,,False,0,False,0,54.73
room,44408,796.95,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,3,1,fully-furnished,False,13,1bhk,True,2,False,28,28.82
land,43364230,3942.53,Koshi,Jhapa,Birtamode Municipality,32,0,,False,10,,False,0,False,0,57.4
land,39362256,2091.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,2,0,,False,30,,False,0,False,0,62.71
room,25548,591.86,Bagmati,Kathmandu,Kathmandu Metropolitan City,3,0,fully-furnished,True,13,2bhk,True,3,False,1,60.79
land,17854958,2158.14,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,4,0,,False,13,,False,0,False,0,28.77
office,146016,3283.39,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,3,0,fully-furnished,True,0,,False,2,False,26,32.57
office,145934,4481.63,Bagmati,Chitwan,Bharatpur Metropolitan City,2,0,unfurnished,True,10,,False,5,False,28,24.21
room,17766,555.15,Koshi,Jhapa,Birtamode Municipality,10,1,unfurnished,True,16,double,True,4,False,26,29.99
room,19282,638.94,Bagmati,Chitwan,Bharatpur Metropolitan City,21,2,fully-furnished,True,0,double,True,1,False,23,40.58
office,110026,2261.09,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,semi-furnished,False,25,,False,2,False,25,55.65
office,57409,1292.08,Koshi,Morang,Biratnagar Metropolitan City,7,0,unfurnished,False,30,,False,1,False,15,48.25
office,72158,3351.45,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,19,0,semi-furnished,False,0,,False,7,True,36,27.08
home,20173976,4029.23,Koshi,Morang,Biratnagar Metropolitan City,9,1,semi-furnished,True,13,,False,4,False,24,42.53
land,17600888,2476.85,Bagmati,Chitwan,Bharatpur Metropolitan City,12,0,,False,25,,False,0,False,0,47.61
room,43657,326.17,Koshi,Morang,Biratnagar Metropolitan City,32,2,fully-furnished,True,13,1bhk,True,5,False,7,66.56
land,45512744,2286.67,Bagmati,Chitwan,Bharatpur Metropolitan City,15,0,,False,30,,False,0,False,0,52.81
home,28680722,2962.82,Bagmati,Chitwan,Bharatpur Metropolitan City,31,5,unfurnished,True,20,,False,2,False,0,86.8
office,45709,2090.19,Koshi,Jhapa,Birtamode Municipality,24,0,fully-furnished,False,25,,False,7,True,29,44.16
home,41163121,1807.97,Koshi,Jhapa,Birtamode Municipality,9,2,fully-furnished,True,16,,False,3,False,14,66.05
land,43757671,3335.99,Bagmati,Chitwan,Bharatpur Metropolitan City,14,0,,False,25,,False,0,False,0,64.51
room,10144,851.52,Koshi,Morang,Biratnagar Metropolitan City,31,1,fully-furnished,True,0,studio,False,1,False,21,48.01
office,67560,2950.93,Bagmati,Kathmandu,Kathmandu Metropolitan City,9,0,fully-furnished,True,25,,False,7,False,17,58.68
home,23627605,3601.17,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,24,1,unfurnished,False,25,,False,2,False,39,47.03
land,18994281,1501.0,Bagmati,Lalitpur,Lalitpur Metropolitan City,14,0,,False,25,,False,0,False,0,60.53
office,132295,4841.76,Bagmati,Lalitpur,Lalitpur Metropolitan City,28,0,unfurnished,True,16,,False,7,False,16,44.95
office,113379,3830.43,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,0,fully-furnished,True,25,,False,1,False,0,71.82
home,36425410,1836.98,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,5,fully-furnished,False,0,,False,1,False,34,52.24
office,118688,3993.49,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,0,semi-furnished,True,10,,False,5,True,8,53.97
home,13702126,4752.94,Koshi,Morang,Biratnagar Metropolitan City,15,2,semi-furnished,True,13,,False,4,False,30,65.87
home,29300923,2715.99,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,4,unfurnished,False,0,,False,2,False,6,57.24
room,26479,183.91,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,1,semi-furnished,True,10,2bhk,False,2,False,16,28.6
office,86256,2847.49,Gandaki,Kaski,Pokhara Metropolitan City,32,0,semi-furnished,True,30,,False,1,False,29,40.53
home,44866620,3586.22,Koshi,Morang,Biratnagar Metropolitan City,24,3,semi-furnished,False,0,,False,4,False,36,21.7
home,48299580,1813.66,Gandaki,Kaski,Pokhara Metropolitan City,22,1,fully-furnished,False,13,,False,4,False,5,73.24
office,149388,2234.09,Koshi,Jhapa,Birtamode Municipality,19,0,semi-furnished,False,20,,False,2,False,13,44.92
land,24848508,4439.83,Koshi,Jhapa,Birtamode Municipality,15,0,,False,20,,False,0,False,0,43.04
room,12236,733.84,Bagmati,Chitwan,Bharatpur Metropolitan City,9,0,unfurnished,False,16,double,True,3,False,30,36.04
land,36173877,2680.69,Bagmati,Kathmandu,Kathmandu Metropolitan City,18,0,,False,16,,False,0,False,0,56.6
home,38902160,3633.67,Koshi,Jhapa,Birtamode Municipality,26,5,semi-furnished,False,13,,False,4,False,29,65.05
office,124110,4107.43,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,0,fully-furnished,True,0,,False,2,True,1,57.91
room,34725,554.15,Bagmati,Lalitpur,Lalitpur Metropolitan City,12,2,unfurnished,True,16,double,False,1,False,10,41.02
room,46187,196.91,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,unfurnished,False,16,single,True,5,False,0,43.94
room,39702,563.36,Bagmati,Kathmandu,Kathmandu Metropolitan City,23,1,semi-furnished,True,10,studio,False,5,False,30,40.44
office,36843,3607.72,Koshi,Jhapa,Birtamode Municipality,23,0,unfurnished,False,30,,False,4,True,22,47.54
office,40353,3055.72,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,0,unfurnished,False,0,,False,3,True,16,33.12
home,33992332,1774.46,Gandaki,Kaski,Pokhara Metropolitan City,21,4,semi-furnished,False,25,,False,4,False,31,62.51
home,13729581,4593.44,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,17,4,semi-furnished,False,13,,False,1,False,13,59.21
land,42613622,3748.1,Bagmati,Lalitpur,Lalitpur Metropolitan City,20,0,,False,16,,False,0,False,0,54.25
room,39285,523.28,Bagmati,Lalitpur,Lalitpur Metropolitan City,1,0,unfurnished,True,20,single,False,1,False,30,43.35
office,71516,4983.31,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,0,unfurnished,False,20,,False,8,False,30,35.51
land,14427182,1214.74,Bagmati,Bhaktapur,Bhaktapur Municipality,30,0,,False,13,,False,0,False,0,35.61
room,24055,480.88,Gandaki,Kaski,Pokhara Metropolitan City,25,0,fully-furnished,True,13,double,False,5,False,11,45.03
room,32887,578.82,Bagmati,Bhaktapur,Bhaktapur Municipality,21,2,fully-furnished,False,0,studio,True,1,False,21,48.96
home,24967225,3540.33,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,4,semi-furnished,False,25,,False,4,False,4,69.82
office,111444,1523.45,Bagmati,Bhaktapur,Bhaktapur Municipality,6,0,unfurnished,True,25,,False,7,True,6,52.91
home,25006036,2201.73,Koshi,Jhapa,Birtamode Municipality,29,3,fully-furnished,True,20,,False,3,False,4,82.84
office,22163,1323.25,Koshi,Morang,Biratnagar Metropolitan City,26,0,fully-furnished,False,10,,False,7,True,7,41.52
room,11701,449.96,Bagmati,Kathmandu,Kathmandu Metropolitan City,5,2,unfurnished,False,0,shared,True,1,False,6,25.56
home,47345577,3944.22,Koshi,Morang,Biratnagar Metropolitan City,31,2,unfurnished,False,13,,False,2,False,30,44.93
room,38724,496.6,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,semi-furnished,False,13,1bhk,True,4,False,2,44.4
office,112248,1830.59,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,unfurnished,True,30,,False,8,True,3,50.16
home,12037654,4058.91,Bagmati,Bhaktapur,Bhaktapur Municipality,14,2,fully-furnished,False,20,,False,2,False,30,59.72
office,52730,1036.04,Bagmati,Chitwan,Bharatpur Metropolitan City,2,0,semi-furnished,False,0,,False,6,False,30,33.16
home,16595179,3010.46,Bagmati,Lalitpur,Lalitpur Metropolitan City,5,3,fully-furnished,False,30,,False,4,False,5,82.07
office,98647,1879.18,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,24,0,fully-furnished,True,10,,False,6,False,8,54.47
room,36650,701.36,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,1,fully-furnished,True,10,1bhk,True,5,False,29,57.06
home,41451377,4792.2,Gandaki,Kaski,Pokhara Metropolitan City,23,4,unfurnished,False,0,,False,3,False,12,49.62
office,40532,2576.79,Koshi,Morang,Biratnagar Metropolitan City,20,0,semi-furnished,False,30,,False,8,False,26,45.29
room,17888,130.45,Bagmati,Chitwan,Bharatpur Metropolitan City,21,1,fully-furnished,True,0,1bhk,False,1,False,16,18.39
land,23837239,2059.2,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,31,0,,False,30,,False,0,False,0,47.6
land,46655007,3034.63,Koshi,Morang,Biratnagar Metropolitan City,22,0,,False,0,,False,0,False,0,35.8
land,46067116,706.49,Koshi,Morang,Biratnagar Metropolitan City,7,0,,False,20,,False,0,False,0,47.64
office,54078,4077.46,Koshi,Jhapa,Birtamode Municipality,32,0,semi-furnished,False,16,,False,2,True,28,41.27
office,70344,1211.15,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,25,0,unfurnished,False,16,,False,6,True,14,58.23
room,45622,498.42,Gandaki,Kaski,Pokhara Metropolitan City,29,2,fully-furnished,True,16,1bhk,True,2,False,25,48.86
home,9983808,3387.75,Koshi,Jhapa,Birtamode Municipality,8,3,fully-furnished,True,10,,False,4,False,18,55.79
office,61054,1655.01,Gandaki,Kaski,Pokhara Metropolitan City,16,0,fully-furnished,False,10,,False,2,False,0,58.04
land,30964851,2734.92,Koshi,Morang,Biratnagar Metropolitan City,17,0,,False,0,,False,0,False,0,44.37
office,55347,3097.31,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,semi-furnished,False,16,,False,4,False,24,43.66
room,14103,645.85,Bagmati,Kathmandu,Kathmandu Metropolitan City,8,2,semi-furnished,False,10,studio,False,3,False,6,62.13
room,41158,825.62,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,1,unfurnished,False,16,single,True,1,False,25,17.34
room,47382,337.55,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,2,fully-furnished,False,10,1bhk,False,2,False,10,19.61
room,26197,529.06,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,1,semi-furnished,True,0,double,True,5,False,8,35.9
office,138287,2035.2,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,29,0,fully-furnished,True,20,,False,8,False,23,55.02
home,44906204,3867.98,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,1,unfurnished,True,0,,False,3,False,37,26.81
room,15425,415.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,19,2,fully-furnished,False,13,1bhk,False,3,False,1,31.73
land,15408727,1892.17,Koshi,Morang,Biratnagar Metropolitan City,15,0,,False,13,,False,0,False,0,53.42
home,14041650,1233.22,Koshi,Jhapa,Birtamode Municipality,31,2,unfurnished,True,10,,False,1,False,26,48.8
home,18069390,2361.81,Koshi,Morang,Biratnagar Metropolitan City,13,3,unfurnished,False,13,,False,1,False,36,37.4
home,13055628,3866.99,Koshi,Jhapa,Birtamode Municipality,12,5,semi-furnished,True,20,,False,4,False,35,50.59
room,44177,553.82,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,1,unfurnished,False,10,studio,False,2,False,1,32.89
office,126555,3030.91,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,0,unfurnished,True,30,,False,7,False,26,45.67
office,62716,2665.25,Bagmati,Kathmandu,Kathmandu Metropolitan City,32,0,semi-furnished,True,30,,False,1,False,17,54.51
land,43305677,3728.3,Koshi,Morang,Biratnagar Metropolitan City,29,0,,False,16,,False,0,False,0,53.24
land,32624753,774.04,Bagmati,Bhaktapur,Bhaktapur Municipality,6,0,,False,20,,False,0,False,0,30.4
home,14913077,2500.0,Gandaki,Kaski,Pokhara Metropolitan City,10,4,unfurnished,True,13,,False,3,False,24,52.98
land,48010664,3370.95,Gandaki,Kaski,Pokhara Metropolitan City,22,0,,False,0,,False,0,False,0,34.96
office,80137,869.01,Koshi,Morang,Biratnagar Metropolitan City,32,0,semi-furnished,False,10,,False,8,True,17,36.57
land,36958475,3583.56,Koshi,Morang,Biratnagar Metropolitan City,30,0,,False,25,,False,0,False,0,49.23
room,28671,545.36,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,1,unfurnished,True,13,double,False,3,False,19,40.08
home,46554725,2990.61,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,3,fully-furnished,False,25,,False,1,False,22,51.9
home,32877549,2516.73,Bagmati,Lalitpur,Lalitpur Metropolitan City,3,4,fully-furnished,True,30,,False,2,False,34,78.75
room,44227,592.76,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,2,fully-furnished,True,16,1bhk,False,2,False,14,62.63
